name,time,lat,lng,wind
ALLEN,1980-07-31 12:00,11,-30,25
ALLEN,1980-07-31 18:00,10.9,-32.2,25
ALLEN,1980-08-01 00:00,10.8,-34.3,30
ALLEN,1980-08-01 06:00,10.7,-36.4,30
ALLEN,1980-08-01 12:00,10.7,-38.6,30
ALLEN,1980-08-01 18:00,10.7,-40.7,30
ALLEN,1980-08-02 00:00,11,-42.8,35
ALLEN,1980-08-02 06:00,11.4,-44.8,45
ALLEN,1980-08-02 12:00,11.9,-46.9,55
ALLEN,1980-08-02 18:00,12.3,-49.1,60
ALLEN,1980-08-03 00:00,12.4,-51.4,65
ALLEN,1980-08-03 06:00,12.6,-53.6,70
ALLEN,1980-08-03 12:00,12.8,-55.6,80
ALLEN,1980-08-03 18:00,12.9,-57.5,95
ALLEN,1980-08-04 00:00,13.3,-59.1,110
ALLEN,1980-08-04 06:00,13.6,-61,115
ALLEN,1980-08-04 12:00,14,-63,125
ALLEN,1980-08-04 18:00,14.4,-64.9,130
ALLEN,1980-08-05 00:00,14.8,-66.7,140
ALLEN,1980-08-05 06:00,15.4,-68.6,145
ALLEN,1980-08-05 12:00,15.9,-70.5,155
ALLEN,1980-08-05 18:00,16.5,-72.3,150
ALLEN,1980-08-06 00:00,17.8,-73.8,140
ALLEN,1980-08-06 06:00,18.3,-75.9,115
ALLEN,1980-08-06 12:00,19.2,-78,115
ALLEN,1980-08-06 18:00,20,-80.1,125
ALLEN,1980-08-07 00:00,20.1,-81.9,135
ALLEN,1980-08-07 06:00,20.4,-83.6,145
ALLEN,1980-08-07 12:00,21,-84.8,155
ALLEN,1980-08-07 18:00,21.8,-86.4,165
ALLEN,1980-08-08 00:00,22.2,-87.9,155
ALLEN,1980-08-08 06:00,22.8,-89.2,130
ALLEN,1980-08-08 12:00,23.4,-90.5,115
ALLEN,1980-08-08 18:00,23.9,-91.8,130
ALLEN,1980-08-09 00:00,24.5,-93,145
ALLEN,1980-08-09 06:00,25,-94.2,155
ALLEN,1980-08-09 12:00,25.2,-95.4,140
ALLEN,1980-08-09 18:00,25.4,-96.1,125
ALLEN,1980-08-10 00:00,25.8,-96.8,110
ALLEN,1980-08-10 06:00,26.1,-97.2,100
ALLEN,1980-08-10 12:00,26.7,-98.1,85
ALLEN,1980-08-10 18:00,27.3,-99,70
ALLEN,1980-08-11 00:00,27.7,-99.8,60
ALLEN,1980-08-11 06:00,28,-100.9,45
ALLEN,1980-08-11 12:00,28.5,-101.9,30
ALLEN,1980-08-11 18:00,28.9,-102.9,30
ANDREW,1992-08-23 18:00,25.4,-75.8,150
ANDREW,1992-08-23 12:00,25.4,-74.2,145
ANDREW,1992-08-24 08:40,25.5,-80.2,145
ANDREW,1992-08-24 09:05,25.5,-80.3,145
ANDREW,1992-08-23 21:00,25.4,-76.6,140
ANDREW,1992-08-23 06:00,25.5,-72.5,130
ANDREW,1992-08-24 01:00,25.4,-77.8,130
ANDREW,1992-08-24 06:00,25.4,-79.3,130
ANDREW,1992-08-24 00:00,25.4,-77.5,125
ANDREW,1992-08-25 18:00,27.8,-89.6,125
ANDREW,1992-08-26 00:00,28.5,-90.5,125
ANDREW,1992-08-25 12:00,27.2,-88.2,120
ANDREW,1992-08-26 06:00,29.2,-91.3,120
ANDREW,1992-08-24 12:00,25.6,-81.2,115
ANDREW,1992-08-24 18:00,25.8,-83.1,115
ANDREW,1992-08-25 00:00,26.2,-85,115
ANDREW,1992-08-25 06:00,26.6,-86.7,115
ANDREW,1992-08-23 00:00,25.6,-71.1,110
ANDREW,1992-08-26 08:30,29.6,-91.5,100
ANDREW,1992-08-22 18:00,25.7,-69.7,95
ANDREW,1992-08-22 12:00,25.8,-68.3,80
ANDREW,1992-08-26 12:00,30.1,-91.7,80
ANDREW,1992-08-22 06:00,25.6,-67,65
ANDREW,1992-08-22 00:00,25.3,-65.9,55
ANDREW,1992-08-21 12:00,24.4,-64.2,50
ANDREW,1992-08-21 18:00,24.8,-64.9,50
ANDREW,1992-08-26 18:00,30.9,-91.6,50
GILBERT,1988-09-08 18:00,12,-54,25
GILBERT,1988-09-09 00:00,12.7,-55.6,25
GILBERT,1988-09-09 06:00,13.3,-57.1,30
GILBERT,1988-09-09 12:00,14,-58.6,30
GILBERT,1988-09-09 18:00,14.5,-60.1,35
GILBERT,1988-09-10 00:00,14.8,-61.5,40
GILBERT,1988-09-10 06:00,15,-62.8,45
GILBERT,1988-09-10 12:00,15.3,-64.1,50
GILBERT,1988-09-10 18:00,15.7,-65.4,55
GILBERT,1988-09-11 00:00,15.9,-66.8,65
GILBERT,1988-09-11 06:00,16.2,-68,80
GILBERT,1988-09-11 12:00,16.1,-69.5,95
GILBERT,1988-09-11 18:00,16.2,-70.7,100
GILBERT,1988-09-12 00:00,16.8,-72,105
GILBERT,1988-09-12 06:00,17.3,-73.7,110
GILBERT,1988-09-12 12:00,17.6,-75.3,110
GILBERT,1988-09-12 17:00,17.8,-76.8,115
GILBERT,1988-09-12 18:00,17.9,-76.9,110
GILBERT,1988-09-13 00:00,18.2,-78.5,110
GILBERT,1988-09-13 06:00,18.5,-79.7,115
GILBERT,1988-09-13 12:00,18.8,-81.1,125
GILBERT,1988-09-13 18:00,19.4,-82.5,140
GILBERT,1988-09-14 00:00,19.7,-83.8,160
GILBERT,1988-09-14 06:00,19.9,-85.3,155
GILBERT,1988-09-14 12:00,20.4,-86.5,145
GILBERT,1988-09-14 15:00,20.7,-87,140
GILBERT,1988-09-14 18:00,20.9,-87.8,130
GILBERT,1988-09-15 00:00,21.3,-89.5,100
GILBERT,1988-09-15 06:00,21.6,-90.7,90
GILBERT,1988-09-15 12:00,21.9,-91.7,85
GILBERT,1988-09-15 18:00,22.1,-92.8,90
GILBERT,1988-09-16 00:00,22.5,-93.8,100
GILBERT,1988-09-16 06:00,22.9,-94.8,110
GILBERT,1988-09-16 12:00,23.7,-95.9,115
GILBERT,1988-09-16 18:00,23.9,-97,115
GILBERT,1988-09-16 22:00,24.2,-97.8,110
GILBERT,1988-09-17 00:00,24.4,-98.2,80
GILBERT,1988-09-17 06:00,24.8,-99.3,50
GILBERT,1988-09-17 12:00,25,-100.5,35
GILBERT,1988-09-17 18:00,25.4,-101.9,30
GILBERT,1988-09-18 00:00,26,-103.2,30
GILBERT,1988-09-18 06:00,27.6,-103.7,30
GILBERT,1988-09-18 12:00,29.3,-102.6,25
GILBERT,1988-09-18 18:00,31.5,-101.3,25
GILBERT,1988-09-19 00:00,33.2,-99.7,25
GILBERT,1988-09-19 06:00,35.8,-97.7,25
GILBERT,1988-09-19 12:00,37.7,-93.2,25
GILBERT,1988-09-19 18:00,40.2,-89.9,25
GILBERT,1988-09-20 00:00,43.4,-86.5,25
LINDA,1997-09-09 12:00,12.4,-104.7,25
LINDA,1997-09-09 18:00,13,-105.5,30
LINDA,1997-09-10 00:00,13.5,-106.1,35
LINDA,1997-09-10 06:00,14.1,-106.5,40
LINDA,1997-09-10 12:00,14.5,-106.8,50
LINDA,1997-09-10 18:00,14.9,-107.1,55
LINDA,1997-09-11 00:00,15.4,-107.4,65
LINDA,1997-09-11 06:00,15.7,-107.8,80
LINDA,1997-09-11 12:00,15.9,-108.2,100
LINDA,1997-09-11 18:00,16.1,-108.6,125
LINDA,1997-09-12 00:00,16.6,-109.1,155
LINDA,1997-09-12 06:00,17.1,-109.6,160
LINDA,1997-09-12 12:00,17.7,-110.3,155
LINDA,1997-09-12 18:00,18.4,-111,150
LINDA,1997-09-13 00:00,19.1,-111.9,145
LINDA,1997-09-13 06:00,19.7,-113,145
LINDA,1997-09-13 12:00,20.2,-114.1,140
LINDA,1997-09-13 18:00,20.6,-115.3,135
LINDA,1997-09-14 00:00,21,-116.5,125
LINDA,1997-09-14 06:00,21.3,-117.8,110
LINDA,1997-09-14 12:00,21.6,-119,95
LINDA,1997-09-14 18:00,21.9,-120.1,80
LINDA,1997-09-15 00:00,22.2,-121.1,75
LINDA,1997-09-15 06:00,22.5,-122.1,65
LINDA,1997-09-15 12:00,22.7,-123.1,55
LINDA,1997-09-15 18:00,22.8,-124,50
LINDA,1997-09-16 00:00,22.8,-124.7,45
LINDA,1997-09-16 06:00,22.8,-125.3,40
LINDA,1997-09-16 12:00,22.8,-125.9,35
LINDA,1997-09-16 18:00,22.9,-126.4,35
LINDA,1997-09-17 00:00,22.9,-126.8,35
LINDA,1997-09-17 06:00,23,-127.2,30
LINDA,1997-09-17 12:00,23.2,-127.6,30
LINDA,1997-09-17 18:00,23.5,-128,30
PATRICIA,2015-10-20 06:00,13.4,-94,25
PATRICIA,2015-10-20 12:00,13.3,-94.2,30
PATRICIA,2015-10-20 18:00,13.2,-94.6,30
PATRICIA,2015-10-21 00:00,13.1,-95.1,35
PATRICIA,2015-10-21 06:00,12.9,-96.2,35
PATRICIA,2015-10-21 12:00,12.9,-97.4,40
PATRICIA,2015-10-21 18:00,13.1,-98.7,50
PATRICIA,2015-10-22 00:00,13.4,-100.1,60
PATRICIA,2015-10-22 06:00,14,-101.7,75
PATRICIA,2015-10-22 12:00,14.6,-103.1,90
PATRICIA,2015-10-22 18:00,15.2,-104.2,115
PATRICIA,2015-10-23 00:00,15.8,-104.9,150
PATRICIA,2015-10-23 06:00,16.5,-105.4,180
PATRICIA,2015-10-23 12:00,17.3,-105.6,185
PATRICIA,2015-10-23 18:00,18.3,-105.3,180
PATRICIA,2015-10-23 23:00,19.4,-105,130
PATRICIA,2015-10-24 00:00,19.6,-104.9,110
PATRICIA,2015-10-24 06:00,21.6,-103.8,50
PATRICIA,2015-10-24 12:00,23.2,-102.3,25
WILMA,2005-10-15 18:00,17.6,-78.5,25
WILMA,2005-10-16 00:00,17.6,-78.8,25
WILMA,2005-10-16 06:00,17.5,-79,30
WILMA,2005-10-16 12:00,17.5,-79.2,30
WILMA,2005-10-16 18:00,17.5,-79.4,30
WILMA,2005-10-17 00:00,17.4,-79.6,30
WILMA,2005-10-17 06:00,16.9,-79.6,35
WILMA,2005-10-17 12:00,16.3,-79.7,40
WILMA,2005-10-17 18:00,16,-79.8,45
WILMA,2005-10-18 00:00,15.8,-79.9,55
WILMA,2005-10-18 06:00,15.7,-79.9,60
WILMA,2005-10-18 12:00,16.2,-80.3,65
WILMA,2005-10-18 18:00,16.6,-81.1,75
WILMA,2005-10-19 00:00,16.6,-81.8,130
WILMA,2005-10-19 06:00,17,-82.2,150
WILMA,2005-10-19 12:00,17.3,-82.8,160
WILMA,2005-10-19 18:00,17.4,-83.4,140
WILMA,2005-10-20 00:00,17.9,-84,135
WILMA,2005-10-20 06:00,18.1,-84.7,130
WILMA,2005-10-20 12:00,18.3,-85.2,130
WILMA,2005-10-20 18:00,18.6,-85.5,130
WILMA,2005-10-21 00:00,19.1,-85.8,130
WILMA,2005-10-21 06:00,19.5,-86.1,130
WILMA,2005-10-21 12:00,20.1,-86.4,125
WILMA,2005-10-21 18:00,20.3,-86.7,120
WILMA,2005-10-21 21:45,20.6,-86.8,130
WILMA,2005-10-22 00:00,20.6,-86.8,120
WILMA,2005-10-22 03:30,20.8,-86.9,115
WILMA,2005-10-22 06:00,20.8,-87,110
WILMA,2005-10-22 12:00,21,-87.1,100
WILMA,2005-10-22 18:00,21.3,-87.1,85
WILMA,2005-10-23 00:00,21.6,-87,85
WILMA,2005-10-23 06:00,21.8,-86.8,85
WILMA,2005-10-23 12:00,22.4,-86.1,85
WILMA,2005-10-23 18:00,23.1,-85.4,90
WILMA,2005-10-24 00:00,24,-84.3,95
WILMA,2005-10-24 06:00,25,-83.1,110
WILMA,2005-10-24 10:30,25.9,-81.7,105
WILMA,2005-10-24 12:00,26.2,-81,95
WILMA,2005-10-24 18:00,28,-78.8,105
WILMA,2005-10-25 00:00,30.1,-76,110
WILMA,2005-10-25 06:00,33.3,-72,100
WILMA,2005-10-25 12:00,36.8,-67.9,90
WILMA,2005-10-25 18:00,40.5,-63.5,75
WILMA,2005-10-26 00:00,42.5,-60,60
WILMA,2005-10-26 06:00,44,-57.5,55
WILMA,2005-10-26 12:00,45,-55,50
WILMA,2005-10-26 18:00,45.5,-52,40
SANDY,2012-10-21 18:00,14.3,-77.4,25
SANDY,2012-10-22 00:00,13.9,-77.8,25
SANDY,2012-10-22 06:00,13.5,-78.2,25
SANDY,2012-10-22 12:00,13.1,-78.6,30
SANDY,2012-10-22 18:00,12.7,-78.7,35
SANDY,2012-10-23 00:00,12.6,-78.4,40
SANDY,2012-10-23 06:00,12.9,-78.1,40
SANDY,2012-10-23 12:00,13.4,-77.9,40
SANDY,2012-10-23 18:00,14,-77.6,45
SANDY,2012-10-24 00:00,14.7,-77.3,55
SANDY,2012-10-24 06:00,15.6,-77.1,60
SANDY,2012-10-24 12:00,16.6,-76.9,65
SANDY,2012-10-24 18:00,17.7,-76.7,75
SANDY,2012-10-24 19:00,17.9,-76.6,75
SANDY,2012-10-25 00:00,18.9,-76.4,85
SANDY,2012-10-25 05:25,20,-76,100
SANDY,2012-10-25 06:00,20.1,-76,100
SANDY,2012-10-25 09:00,20.9,-75.7,95
SANDY,2012-10-25 12:00,21.7,-75.5,95
SANDY,2012-10-25 18:00,23.3,-75.3,90
SANDY,2012-10-26 00:00,24.8,-75.9,75
SANDY,2012-10-26 06:00,25.7,-76.4,70
SANDY,2012-10-26 12:00,26.4,-76.9,65
SANDY,2012-10-26 18:00,27,-77.2,65
SANDY,2012-10-27 00:00,27.5,-77.1,60
SANDY,2012-10-27 06:00,28.1,-76.9,60
SANDY,2012-10-27 12:00,28.8,-76.5,70
SANDY,2012-10-27 18:00,29.7,-75.6,70
SANDY,2012-10-28 00:00,30.5,-74.7,65
SANDY,2012-10-28 06:00,31.3,-73.9,65
SANDY,2012-10-28 12:00,32,-73,65
SANDY,2012-10-28 18:00,32.8,-72,65
SANDY,2012-10-29 00:00,33.9,-71,70
SANDY,2012-10-29 06:00,35.3,-70.5,80
SANDY,2012-10-29 12:00,36.9,-71,85
SANDY,2012-10-29 18:00,38.3,-73.2,80
SANDY,2012-10-29 21:00,38.8,-74,75
SANDY,2012-10-29 23:30,39.4,-74.4,70
SANDY,2012-10-30 00:00,39.5,-74.5,70
SANDY,2012-10-30 06:00,39.9,-76.2,55
SANDY,2012-10-30 12:00,40.1,-77.8,50
SANDY,2012-10-30 18:00,40.4,-78.9,40
SANDY,2012-10-31 00:00,40.7,-79.8,35
SANDY,2012-10-31 06:00,41.1,-80.3,35
SANDY,2012-10-31 12:00,41.5,-80.7,30
